Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1972:09       0.01       8.8      118.8       0.01     9.3       0.03 
     1972:10       0.01       9.5      120.2       0.01     8.9       0.04 
     1972:11       0.01       9.0      121.5       0.01     6.8       0.06 
     1972:12       0.01      10.5      122.5       0.01     8.0       0.04 
     1973:01       0.01       8.6      122.8       0.01     7.2       0.06 
     1973:02       0.03       6.5      123.9       0.01     6.5       0.06 
     1973:03       0.11       4.2      124.0       0.01     3.7       0.10 
     1973:04       0.12       3.0      124.3       0.01     2.3       0.15 
     1973:05       0.10       3.3      124.6       0.01     2.9       0.13 
     1973:06       0.22       2.9      125.0       0.01     5.1       0.07 
     1973:07       0.60      -0.3      125.6       0.01     3.7       0.14 
     1973:08       0.73      -1.3      125.2       0.08     3.6       0.14 
     1973:09       0.51      -0.9      125.8       0.02     2.7       0.19 
     1973:10       0.30      -1.1      126.5       0.01    -0.5       0.37 
     1973:11       0.28      -1.7      127.4       0.01     0.3       0.36 
     1973:12       0.21      -1.3      126.8       0.14    -0.7       0.46 
     1974:01       0.16       0.0      125.8       0.57    -0.3       0.44 
     1974:02       0.25       1.2      125.3       0.91     0.6       0.36 
     1974:03       0.53       1.1      125.3       0.49     2.2       0.22 
     1974:04       0.93      -1.8      124.4       0.90     0.3       0.34 
     1974:05       0.97      -4.0      125.4       0.14     0.3       0.36 
     1974:06       1.00      -8.3      125.7       0.11    -0.0       0.38 
     1974:07       0.99      -8.5      125.7       0.18    -1.1       0.46 
     1974:08       0.99     -10.4      125.1       0.62    -1.6       0.51 
     1974:09       0.94      -9.8      124.9       0.51    -2.7       0.49 
     1974:10       0.88      -8.2      124.3       0.78    -3.0       0.46 
     1974:11       0.94      -9.2      122.3       0.99    -4.2       0.48 
     1974:12       0.79      -5.3      119.4       0.99    -4.0       0.41 
     1975:01       0.79      -5.0      117.7       0.99    -4.3       0.46 
     1975:02       0.77      -4.4      116.4       0.99    -3.5       0.41 
     1975:03       0.71      -2.7      115.0       0.99    -1.3       0.36 
     1975:04       0.19       0.4      115.3       0.63     3.6       0.14 
     1975:05       0.04       2.9      115.4       0.58     4.1       0.15 
     1975:06       0.02       3.9      116.2       0.07     4.0       0.17 
     1975:07       0.01       5.5      116.6       0.03     4.8       0.16 
     1975:08       0.01       5.4      118.0       0.01     4.5       0.21 
     1975:09       0.01       4.9      118.8       0.01     2.9       0.23 
     1975:10       0.01       5.1      119.3       0.01     2.2       0.25 
     1975:11       0.01       5.3      119.8       0.01     1.4       0.26 
     1975:12       0.01       5.6      120.5       0.01     1.4       0.25 
     1976:01       0.01       5.9      122.0       0.01     3.5       0.20 
     1976:02       0.01       6.0      123.2       0.01     3.3       0.22 
     1976:03       0.01       5.6      123.3       0.01     2.4       0.26 
     1976:04       0.01       6.3      123.8       0.01     2.5       0.28 
     1976:05       0.01       5.5      124.4       0.01     2.0       0.28 
     1976:06       0.01       4.7      124.6       0.01     1.7       0.26 
     1976:07       0.01       6.6      125.1       0.01     2.3       0.21 
     1976:08       0.01       6.9      125.2       0.01     3.0       0.18 
     1976:09       0.01       7.9      125.6       0.01     4.4       0.11 
     1976:10       0.01       6.6      125.8       0.02     2.9       0.15 
     1976:11       0.01       7.1      127.1       0.01     4.6       0.10 
     1976:12       0.01       7.4      128.1       0.01     5.2       0.12 
     1977:01       0.01       6.4      128.0       0.02     3.8       0.16 
     1977:02       0.01       7.3      128.8       0.01     4.9       0.13 
     1977:03       0.01       8.2      130.0       0.01     5.0       0.08 
     1977:04       0.01       8.4      131.0       0.01     5.6       0.09 
     1977:05       0.01       7.6      131.7       0.01     5.2       0.10 
     1977:06       0.01       7.7      132.4       0.01     5.9       0.07 
     1977:07       0.01       6.3      132.9       0.01     5.1       0.10 
     1977:08       0.01       6.1      133.3       0.01     5.1       0.07 
     1977:09       0.02       6.0      134.0       0.01     4.3       0.11 
     1977:10       0.01       5.8      134.6       0.01     4.0       0.08 
     1977:11       0.02       6.6      135.1       0.01     6.0       0.06 
     1977:12       0.02       6.8      135.3       0.02     6.0       0.06 
     1978:01       0.03       5.3      134.2       0.28     3.9       0.12 
     1978:02       0.04       4.9      134.8       0.05     3.6       0.15 
     1978:03       0.03       5.2      136.3       0.01     4.3       0.11 
     1978:04       0.02       7.0      139.9       0.01     8.0       0.05 
     1978:05       0.05       4.6      140.2       0.01     5.9       0.10 
     1978:06       0.03       5.4      141.2       0.01     7.1       0.05 
     1978:07       0.10       3.6      141.2       0.02     3.8       0.11 
     1978:08       0.13       3.0      141.6       0.01     2.0       0.15 
     1978:09       0.15       3.2      142.0       0.01     3.4       0.11 
     1978:10       0.23       3.3      142.7       0.01     5.4       0.09 
     1978:11       0.16       3.6      143.7       0.01     6.4       0.09 
     1978:12       0.10       4.2      144.3       0.01     5.3       0.10 
     1979:01       0.27       0.7      143.9       0.08     0.4       0.33 
     1979:02       0.23       0.8      144.1       0.04     0.1       0.29 
     1979:03       0.04       4.5      145.2       0.01     3.8       0.13 
     1979:04       0.05       4.1      143.3       0.32     2.8       0.22 
     1979:05       0.05       4.7      144.7       0.02     3.9       0.16 
     1979:06       0.07       4.0      145.0       0.02     2.8       0.17 
     1979:07       0.22       2.2      145.1       0.05     1.1       0.22 
     1979:08       0.50       0.8      145.1       0.09     2.4       0.18 
     1979:09       0.76      -0.2      144.8       0.18     3.3       0.14 
     1979:10       0.93      -3.1      145.0       0.07     2.2       0.19 
     1979:11       0.95      -4.6      145.0       0.13     0.1       0.32 
     1979:12       0.91      -4.5      145.0       0.11    -0.9       0.31 
     1980:01       0.90      -3.5      145.4       0.04     0.7       0.23 
     1980:02       0.99      -4.5      145.1       0.14     0.1       0.27 
     1980:03       1.00      -8.0      144.3       0.58    -2.5       0.46 
     1980:04       0.63      -5.0      142.2       0.99    -3.9       0.56 
     1980:05       0.53      -3.5      140.0       0.99    -4.7       0.50 
     1980:06       0.27      -0.7      139.1       0.99    -0.6       0.29 
     1980:07       0.25       2.4      138.6       0.99     3.7       0.14 
     1980:08       0.28       2.5      139.7       0.27     6.2       0.10 
     1980:09       0.27       3.2      141.2       0.07     7.5       0.08 
     1980:10       0.57       0.7      142.8       0.01     6.4       0.14 
     1980:11       0.90      -1.9      144.2       0.01     4.0       0.17 
     1980:12       0.76      -2.2      144.8       0.01     1.8       0.26 
     1981:01       0.48      -0.7      144.6       0.05    -0.3       0.35 
     1981:02       0.27       0.2      144.6       0.08    -0.3       0.33 
     1981:03       0.29       0.6      144.5       0.09     0.3       0.31 
     1981:04       0.71      -1.0      143.5       0.52     0.5       0.30 
     1981:05       0.67      -2.0      143.9       0.12     1.4       0.28 
     1981:06       0.82      -3.2      144.4       0.04    -0.8       0.44 
     1981:07       0.85      -4.4      145.3       0.01    -1.2       0.44 
     1981:08       0.89      -5.2      145.0       0.06    -1.3       0.48 
     1981:09       0.80      -3.9      143.6       0.62    -1.8       0.51 
     1981:10       0.61      -3.2      143.0       0.88    -3.4       0.60 
     1981:11       0.51      -2.2      142.2       0.98    -3.2       0.57 
     1981:12       0.54      -1.7      141.3       0.99    -1.6       0.49 
     1982:01       0.71      -1.9      139.4       0.99    -1.5       0.49 
     1982:02       0.39      -0.7      141.1       0.23     1.2       0.37 
     1982:03       0.40      -1.8      140.9       0.53     0.4       0.36 
     1982:04       0.44      -2.0      140.6       0.77     0.4       0.37 
     1982:05       0.61      -1.7      140.2       0.85     0.5       0.39 
     1982:06       0.64      -2.0      139.6       0.94    -1.0       0.46 
     1982:07       0.29      -0.2      138.6       0.99    -1.0       0.44 
     1982:08       0.56      -2.0      137.8       0.99    -2.0       0.54 
     1982:09       0.29      -1.7      137.2       0.98    -0.8       0.46 
     1982:10       0.11       1.0      136.4       0.99    -0.2       0.39 
     1982:11       0.08       1.7      136.2       0.88     1.9       0.25 
     1982:12       0.02       4.6      136.1       0.85     4.2       0.15 
     1983:01       0.01       6.4      137.7       0.11     6.6       0.11 
     1983:02       0.01       6.5      137.3       0.58     5.6       0.13 
     1983:03       0.01       6.7      138.4       0.03     4.4       0.16 
     1983:04       0.01       7.6      139.6       0.01     4.5       0.15 
     1983:05       0.01       8.5      140.7       0.01     5.1       0.12 
     1983:06       0.01       8.4      141.5       0.01     7.5       0.10 
     1983:07       0.01       8.1      143.1       0.01     6.6       0.11 
     1983:08       0.01       6.0      143.6       0.01     4.7       0.16 
     1983:09       0.01       5.3      145.4       0.01     2.9       0.21 
     1983:10       0.01       6.7      146.7       0.01     4.1       0.14 
     1983:11       0.01       6.8      147.3       0.01     5.5       0.14 
     1983:12       0.01       6.9      148.6       0.01     4.2       0.15 
     1984:01       0.01       8.2      150.4       0.01     5.9       0.11 
     1984:02       0.01       9.0      151.1       0.01     6.7       0.06 
     1984:03       0.01       7.4      151.9       0.01     5.0       0.14 
     1984:04       0.01       6.1      153.0       0.01     3.9       0.13 
     1984:05       0.02       4.9      153.5       0.01     4.1       0.14 
     1984:06       0.02       4.5      154.3       0.01     4.2       0.11 
     1984:07       0.02       3.4      154.7       0.01     2.1       0.21 
     1984:08       0.02       2.4      155.2       0.01     1.2       0.23 
     1984:09       0.01       2.9      155.4       0.01     0.7       0.22 
     1984:10       0.01       2.6      154.9       0.12     1.0       0.20 
     1984:11       0.01       5.4      155.6       0.03     3.8       0.11 
     1984:12       0.01       6.1      155.8       0.03     3.7       0.11 
     1985:01       0.01       6.6      156.1       0.02     4.9       0.11 
     1985:02       0.01       6.6      156.5       0.01     3.7       0.13 
     1985:03       0.01       5.4      157.1       0.01     3.5       0.11 
     1985:04       0.01       5.4      157.2       0.02     3.5       0.10 
     1985:05       0.01       5.1      157.8       0.01     3.7       0.09 
     1985:06       0.01       5.8      157.7       0.05     4.0       0.08 
     1985:07       0.01       5.7      157.4       0.13     4.0       0.09 
     1985:08       0.01       5.4      158.3       0.02     5.3       0.06 
     1985:09       0.01       6.5      158.9       0.01     6.7       0.04 
     1985:10       0.03       4.7      159.0       0.04     4.1       0.08 
     1985:11       0.04       3.6      159.4       0.02     2.9       0.10 
     1985:12       0.03       4.5      159.9       0.01     4.3       0.07 
     1986:01       0.03       4.9      160.5       0.01     5.3       0.06 
     1986:02       0.07       3.4      160.1       0.09     4.2       0.08 
     1986:03       0.04       3.9      159.9       0.11     4.2       0.08 
     1986:04       0.03       4.5      161.2       0.01     5.7       0.06 
     1986:05       0.14       2.4      160.8       0.09     3.7       0.09 
     1986:06       0.26       1.6      160.6       0.15     3.2       0.10 
     1986:07       0.12       2.8      160.8       0.08     4.0       0.08 
     1986:08       0.04       3.8      161.3       0.03     3.5       0.10 
     1986:09       0.04       3.2      162.1       0.01     3.5       0.10 
     1986:10       0.06       2.4      162.5       0.01     3.9       0.12 
     1986:11       0.10       1.8      162.8       0.01     3.0       0.15 
     1986:12       0.02       4.4      163.9       0.01     6.6       0.05 
     1987:01       0.08       3.3      163.2       0.11     2.5       0.14 
     1987:02       0.11       3.0      164.9       0.01     2.8       0.12 
     1987:03       0.14       2.4      165.4       0.01     3.7       0.09 
     1987:04       0.35       0.9      165.2       0.05     4.0       0.11 
     1987:05       0.38       0.2      165.9       0.01     3.2       0.15 
     1987:06       0.13       1.3      166.9       0.01     4.3       0.14 
     1987:07       0.06       2.0      167.7       0.01     3.9       0.15 
     1987:08       0.13       0.8      168.2       0.01     2.8       0.17 
     1987:09       0.43      -0.6      167.8       0.06     3.4       0.16 
     1987:10       0.34      -0.2      169.3       0.01     2.6       0.18 
     1987:11       0.41      -0.6      169.9       0.01     2.3       0.18 
     1987:12       0.16       0.5      171.1       0.01     2.5       0.19 
     1988:01       0.13       0.3      171.0       0.03     0.2       0.28 
     1988:02       0.03       2.2      171.9       0.01     3.3       0.15 
     1988:03       0.03       3.0      172.7       0.01     4.4       0.12 
     1988:04       0.05       2.8      173.6       0.01     3.8       0.16 
     1988:05       0.06       2.8      173.6       0.02     2.3       0.18 
     1988:06       0.04       2.9      173.9       0.02     4.1       0.17 
     1988:07       0.08       1.6      174.6       0.01     2.3       0.20 
     1988:08       0.08       1.3      174.9       0.01     2.5       0.19 
     1988:09       0.08       1.6      175.0       0.04     2.2       0.18 
     1988:10       0.06       2.7      176.0       0.01     2.5       0.14 
     1988:11       0.12       3.1      176.5       0.01     3.7       0.11 
     1988:12       0.12       2.7      177.7       0.01     4.0       0.12 
     1989:01       0.11       2.5      178.4       0.01     4.0       0.14 
     1989:02       0.17       0.8      177.8       0.09     2.2       0.20 
     1989:03       0.19       0.2      178.2       0.03     0.5       0.29 
     1989:04       0.07       1.9      178.8       0.02     1.3       0.19 
     1989:05       0.06       2.5      178.1       0.17     3.1       0.16 
     1989:06       0.07       2.2      177.7       0.24     1.4       0.21 
     1989:07       0.15       1.8      176.9       0.73     0.4       0.27 
     1989:08       0.17       1.5      177.7       0.10     2.5       0.15 
     1989:09       0.20       1.1      177.7       0.15     2.5       0.15 
     1989:10       0.14       1.9      177.5       0.23     2.7       0.15 
     1989:11       0.10       2.7      178.6       0.03     4.1       0.12 
     1989:12       0.05       4.1      178.9       0.03     4.2       0.10 
     1990:01       0.03       6.4      178.6       0.11     7.8       0.04 
     1990:02       0.09       3.7      179.5       0.02     3.7       0.15 
     1990:03       0.15       0.9      180.1       0.01    -0.6       0.28 
     1990:04       0.23      -0.1      179.2       0.18    -1.8       0.37 
     1990:05       0.20       0.1      179.8       0.05     0.1       0.30 
     1990:06       0.14       1.0      180.2       0.03     0.1       0.24 
     1990:07       0.10       2.1      180.3       0.04     1.3       0.19 
     1990:08       0.16       1.9      180.3       0.07     2.1       0.18 
     1990:09       0.38       0.5      179.7       0.27     0.0       0.27 
     1990:10       0.49      -0.3      178.4       0.82    -0.3       0.31 
     1990:11       0.52      -0.5      177.0       0.99    -0.9       0.37 
     1990:12       0.42      -0.6      176.4       0.92    -1.4       0.45 
     1991:01       0.40      -1.1      175.1       0.99    -1.4       0.47 
     1991:02       0.31      -0.6      174.5       0.97    -0.3       0.39 
     1991:03       0.22       0.2      173.9       0.96     0.7       0.34 
     1991:04       0.15       0.3      174.5       0.48     1.6       0.28 
     1991:05       0.09       1.1      175.2       0.22     2.0       0.24 
     1991:06       0.07       1.5      176.1       0.02     1.3       0.26 
     1991:07       0.04       2.2      176.3       0.03     2.8       0.22 
     1991:08       0.03       2.5      176.4       0.04     1.3       0.24 
     1991:09       0.04       2.4      177.1       0.01     1.5       0.22 
     1991:10       0.07       1.8      176.8       0.07     1.6       0.22 
     1991:11       0.09       2.0      176.8       0.10     0.3       0.27 
     1991:12       0.03       3.7      176.1       0.33     1.9       0.22 
     1992:01       0.01       4.5      176.5       0.10     3.0       0.18 
     1992:02       0.01       4.3      177.2       0.03     3.0       0.17 
     1992:03       0.02       2.8      177.8       0.01     2.7       0.21 
     1992:04       0.02       2.8      178.7       0.01     2.8       0.20 
     1992:05       0.02       2.3      178.9       0.01     1.3       0.23 
     1992:06       0.03       2.6      179.0       0.03     2.1       0.20 
     1992:07       0.02       3.4      179.6       0.02     2.6       0.18 
     1992:08       0.02       3.2      179.0       0.12     0.6       0.25 
     1992:09       0.01       4.3      179.6       0.03     2.8       0.18 
     1992:10       0.01       3.6      180.5       0.01     2.5       0.19 
     1992:11       0.02       2.6      181.0       0.01     1.9       0.23 
     1992:12       0.01       2.8      181.7       0.01     3.7       0.18 
     1993:01       0.01       3.6      182.5       0.01     3.2       0.18 
     1993:02       0.01       3.4      183.1       0.01     2.5       0.20 
     1993:03       0.04       1.8      182.7       0.08     1.0       0.25 
     1993:04       0.04       2.4      183.3       0.02     0.9       0.22 
     1993:05       0.04       2.9      183.5       0.04     1.3       0.21 
     1993:06       0.03       3.3      184.2       0.01     3.2       0.17 
     1993:07       0.02       3.7      184.1       0.04     3.0       0.16 
     1993:08       0.02       3.8      184.3       0.05     3.5       0.14 
     1993:09       0.02       4.2      185.3       0.01     4.9       0.13 
     1993:10       0.02       4.1      185.9       0.01     3.8       0.14 
     1993:11       0.02       4.3      186.7       0.01     4.6       0.13 
     1993:12       0.01       4.9      187.7       0.01     5.0       0.11 
     1994:01       0.01       4.7      187.8       0.03     2.8       0.17 
     1994:02       0.02       4.6      188.4       0.01     1.7       0.21 
     1994:03       0.02       4.8      190.2       0.01     3.3       0.15 
     1994:04       0.04       4.2      191.0       0.01     4.5       0.12 
     1994:05       0.07       3.3      192.1       0.01     4.4       0.13 
     1994:06       0.08       2.9      192.5       0.01     3.8       0.14 
     1994:07       0.06       2.8      193.0       0.01     2.4       0.16 
     1994:08       0.04       3.2      193.9       0.01     3.9       0.13 
     1994:09       0.04       3.9      194.5       0.01     3.3       0.14 
     1994:10       0.06       3.3      195.7       0.01     3.4       0.15 
     1994:11       0.16       1.9      196.3       0.01     3.8       0.16 
     1994:12       0.09       2.3      197.7       0.01     4.0       0.15 
     1995:01       0.07       1.8      198.6       0.01     3.2       0.18 
     1995:02       0.10       1.5      198.5       0.03     1.4       0.21 
     1995:03       0.13       1.8      198.4       0.06     0.9       0.21 
     1995:04       0.10       2.8      198.0       0.14     1.5       0.19 
     1995:05       0.09       3.2      198.1       0.08     2.9       0.16 
     1995:06       0.04       3.6      199.0       0.02     2.2       0.16 
     1995:07       0.04       3.7      199.0       0.06     3.1       0.14 
     1995:08       0.04       3.4      200.4       0.01     5.3       0.11 
     1995:09       0.05       2.8      201.0       0.01     4.7       0.12 
