Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
alternative  nonfinancial Experimental Leading Recession Index-2 (XRI-2).
Data are monthly


Last Updated:  7/08/03

     date          XRI        XLI       XCI       XRI-C     XLI-2     XRI-2
     1994:07       0.08       2.5      188.8       0.01     2.0       0.17 
     1994:08       0.05       3.1      189.9       0.01     3.8       0.14 
     1994:09       0.05       3.6      190.4       0.01     3.0       0.14 
     1994:10       0.06       3.3      191.7       0.01     3.3       0.15 
     1994:11       0.17       1.8      192.3       0.01     3.8       0.16 
     1994:12       0.09       2.3      193.8       0.01     4.0       0.14 
     1995:01       0.07       2.0      194.5       0.01     3.0       0.18 
     1995:02       0.08       1.8      194.5       0.02     1.3       0.22 
     1995:03       0.11       2.1      194.3       0.06     0.8       0.23 
     1995:04       0.10       3.0      193.9       0.15     1.3       0.21 
     1995:05       0.09       3.3      194.0       0.10     2.4       0.19 
     1995:06       0.05       3.7      194.8       0.03     1.8       0.18 
     1995:07       0.05       3.6      194.8       0.07     2.8       0.16 
     1995:08       0.05       3.2      196.3       0.01     5.2       0.11 
     1995:09       0.07       2.3      196.8       0.01     4.6       0.12 
     1995:10       0.08       1.9      196.8       0.04     3.6       0.14 
     1995:11       0.06       2.7      197.5       0.01     4.1       0.11 
     1995:12       0.04       3.5      198.0       0.01     3.1       0.13 
     1996:01       0.03       4.4      196.0       0.34     3.4       0.16 
     1996:02       0.02       5.2      198.3       0.02     3.3       0.15 
     1996:03       0.05       3.6      198.7       0.03     2.7       0.15 
     1996:04       0.07       3.3      200.0       0.01     4.2       0.11 
     1996:05       0.05       4.0      201.1       0.01     3.5       0.12 
     1996:06       0.03       4.6      202.3       0.01     2.5       0.15 
     1996:07       0.04       3.4      202.5       0.02     4.8       0.10 
     1996:08       0.05       3.2      203.6       0.01     3.2       0.12 
     1996:09       0.05       2.8      204.4       0.01     2.6       0.14 
     1996:10       0.03       3.9      205.0       0.01     3.7       0.13 
     1996:11       0.02       4.8      206.2       0.01     3.2       0.12 
     1996:12       0.02       4.7      206.6       0.01     4.9       0.11 
     1997:01       0.03       3.8      205.5       0.12     3.7       0.13 
     1997:02       0.04       3.5      207.0       0.02     3.9       0.13 
     1997:03       0.06       2.7      207.7       0.01     4.0       0.13 
     1997:04       0.10       1.9      208.8       0.01     3.1       0.13 
     1997:05       0.13       1.7      209.1       0.01     2.5       0.14 
     1997:06       0.06       3.2      209.9       0.01     1.7       0.15 
     1997:07       0.02       4.5      210.9       0.01     4.6       0.10 
     1997:08       0.03       4.4      212.2       0.01     4.5       0.10 
     1997:09       0.03       3.5      213.5       0.01     4.8       0.10 
     1997:10       0.05       3.4      214.4       0.01     5.7       0.09 
     1997:11       0.05       3.5      215.4       0.01     4.6       0.10 
     1997:12       0.04       3.4      216.2       0.01     4.8       0.10 
     1998:01       0.02       4.1      217.4       0.01     4.1       0.09 
     1998:02       0.03       4.8      218.2       0.01     4.9       0.08 
     1998:03       0.04       4.4      218.9       0.01     4.7       0.09 
     1998:04       0.06       3.8      219.4       0.01     3.5       0.11 
     1998:05       0.07       3.0      220.2       0.01     3.3       0.11 
     1998:06       0.09       2.2      220.0       0.04     3.5       0.12 
     1998:07       0.10       2.1      220.1       0.05     3.6       0.10 
     1998:08       0.08       3.1      222.0       0.01     4.9       0.08 
     1998:09       0.12       2.4      222.1       0.03     3.5       0.10 
     1998:10       0.06       4.7      223.3       0.01     4.7       0.06 
     1998:11       0.09       4.2      223.7       0.02     4.3       0.07 
     1998:12       0.08       3.8      224.7       0.01     5.8       0.06 
     1999:01       0.07       3.8      225.3       0.01     5.5       0.06 
     1999:02       0.07       2.8      226.3       0.01     6.0       0.07 
     1999:03       0.09       1.9      226.9       0.01     5.1       0.09 
     1999:04       0.06       2.1      227.2       0.02     2.2       0.14 
     1999:05       0.04       2.9      228.0       0.01     2.5       0.12 
     1999:06       0.05       3.3      228.7       0.01     3.9       0.09 
     1999:07       0.07       3.3      229.5       0.01     3.2       0.09 
     1999:08       0.08       3.1      230.3       0.01     3.7       0.08 
     1999:09       0.19       1.6      230.0       0.05     3.3       0.10 
     1999:10       0.09       3.3      231.5       0.01     4.3       0.08 
     1999:11       0.07       3.4      232.8       0.01     5.8       0.07 
     1999:12       0.05       3.7      234.3       0.01     5.6       0.07 
     2000:01       0.04       4.2      235.6       0.01     5.9       0.07 
     2000:02       0.04       3.6      236.1       0.01     5.7       0.08 
     2000:03       0.04       3.4      236.8       0.01     4.6       0.09 
     2000:04       0.05       2.7      237.8       0.01     2.9       0.12 
     2000:05       0.13       1.6      238.2       0.01     2.7       0.13 
     2000:06       0.06       3.1      238.3       0.02     2.3       0.12 
     2000:07       0.05       3.8      238.2       0.05     3.1       0.10 
     2000:08       0.05       3.4      237.9       0.09     4.0       0.10 
     2000:09       0.05       3.5      238.5       0.04     2.7       0.11 
     2000:10       0.07       3.6      238.2       0.12     3.4       0.11 
     2000:11       0.09       3.6      238.0       0.15     4.5       0.08 
     2000:12       0.07       3.2      237.5       0.30     3.0       0.13 
     2001:01       0.04       4.6      236.8       0.59     4.9       0.08 
     2001:02       0.06       4.1      236.3       0.64     4.7       0.10 
     2001:03       0.05       3.9      235.8       0.65     2.1       0.18 
     2001:04       0.06       3.0      234.8       0.87     1.1       0.21 
     2001:05       0.07       2.7      234.2       0.86     1.5       0.19 
     2001:06       0.22       0.7      233.2       0.94     0.2       0.24 
     2001:07       0.18       1.2      233.5       0.59     1.2       0.16 
     2001:08       0.08       2.4      233.7       0.47     2.8       0.12 
     2001:09       0.18       0.9      232.0       0.90     0.8       0.19 
     2001:10       0.27       0.3      231.5       0.86     2.9       0.16 
     2001:11       0.23       0.6      230.8       0.89     1.4       0.18 
     2001:12       0.07       2.2      231.0       0.54     2.4       0.13 
     2002:01       0.02       3.4      231.7       0.17     4.6       0.09 
     2002:02       0.02       3.8      231.4       0.25     5.2       0.07 
     2002:03       0.03       3.5      231.8       0.09     3.8       0.10 
     2002:04       0.07       2.3      232.1       0.06     2.6       0.12 
     2002:05       0.06       3.0      232.6       0.03     3.7       0.09 
     2002:06       0.04       3.8      233.4       0.01     3.3       0.08 
     2002:07       0.04       3.9      233.7       0.02     5.7       0.06 
     2002:08       0.05       3.0      233.8       0.04     3.9       0.08 
     2002:09       0.03       3.4      233.5       0.09     2.5       0.10 
     2002:10       0.04       3.1      233.0       0.27     3.9       0.09 
     2002:11       0.08       2.3      233.2       0.12     2.0       0.13 
     2002:12       0.08       3.2      232.4       0.40     3.7       0.08 
     2003:01       0.09       2.9      233.3       0.08     4.6       0.07 
     2003:02       0.12       1.9      232.3       0.36     5.0       0.07 
     2003:03       0.15       1.2      231.9       0.47     3.5       0.10 
     2003:04       0.17       1.1      231.4       0.60     3.3       0.11 
     2003:05       0.10       2.4      231.4       0.36     2.6       0.10 
