"","FirstDate","gdpg","gap1","gap2","unrate","lshr","xli","xli2","fac","rate","yield","quarter","group"
"1",1947-04-01,-0.00265576624248759,NA,2176.89194211405,NA,114.234,NA,NA,NA,NA,NA,1947 Q2,1947
"2",1947-07-01,-0.00205089414506348,NA,2172.21046856115,NA,116.076,NA,NA,NA,NA,NA,1947 Q3,1947
"3",1947-10-01,0.0155385182596203,NA,2194.64526575989,NA,114.459,NA,NA,NA,NA,NA,1947 Q4,1947
"4",1948-01-01,0.0149480959214113,59.2767732860397,2224.3525748988,3.4,114.631,NA,NA,NA,NA,NA,1948 Q1,1948
"5",1948-04-01,0.0163887422606217,NA,2258.6305113638,NA,114.586,NA,NA,NA,NA,NA,1948 Q2,1948
"6",1948-07-01,0.00572874207685162,NA,2283.71605456858,NA,114.581,NA,NA,NA,NA,NA,1948 Q3,1948
"7",1948-10-01,0.00113222366570281,NA,2299.57618558391,NA,113.644,NA,NA,NA,NA,NA,1948 Q4,1948
"8",1949-01-01,-0.0138617703140792,59.8664129205722,2297.23693516317,4.3,113.949,NA,NA,NA,NA,NA,1949 Q1,1949
"9",1949-04-01,-0.00340235621810746,NA,2292.25626344536,NA,114.153,NA,NA,NA,NA,NA,1949 Q2,1949
"10",1949-07-01,0.0102863176794873,NA,2295.65426374574,NA,112.001,NA,NA,NA,NA,NA,1949 Q3,1949
"11",1949-10-01,-0.00841334574088023,NA,2291.94450506125,NA,112.634,NA,NA,NA,NA,NA,1949 Q4,1949
"12",1950-01-01,0.038563635111545,59.6284766505685,2313.81206505144,6.5,111.339,NA,NA,NA,NA,NA,1950 Q1,1950
"13",1950-04-01,0.0300531498717877,NA,2349.51371602653,NA,112.003,NA,NA,NA,NA,NA,1950 Q2,1950
"14",1950-07-01,0.037922426459351,NA,2401.03728691981,NA,110.578,NA,NA,NA,NA,NA,1950 Q3,1950
"15",1950-10-01,0.0189685237420958,NA,2453.53222768485,NA,110.881,NA,NA,NA,NA,NA,1950 Q4,1950
"16",1951-01-01,0.0134881840502226,61.5825571822424,2503.62809269835,3.7,110.319,NA,NA,NA,NA,NA,1951 Q1,1951
"17",1951-04-01,0.0171730416221001,NA,2554.10045611162,NA,111.613,NA,NA,NA,NA,NA,1951 Q2,1951
"18",1951-07-01,0.0203905787040841,NA,2606.93359466588,NA,109.679,NA,NA,NA,NA,NA,1951 Q3,1951
"19",1951-10-01,0.00218714707630872,NA,2651.18409293302,NA,110.748,NA,NA,NA,NA,NA,1951 Q4,1951
"20",1952-01-01,0.0106127461185174,62.4209721686207,2693.05470922679,3.2,111.255,NA,NA,NA,NA,NA,1952 Q1,1952
"21",1952-04-01,0.00214070506745593,NA,2728.06170791977,NA,112.163,NA,NA,NA,NA,NA,1952 Q2,1952
"22",1952-07-01,0.00718642092533872,NA,2760.01995793316,NA,112.843,NA,NA,NA,1.765,1.839,1952 Q3,1952
"23",1952-10-01,0.0323117626350774,NA,2803.83194581572,NA,112.535,NA,NA,NA,1.522,1.988,1952 Q4,1952
"24",1953-01-01,0.0184197104588184,63.2493507991184,2850.32389568199,2.9,112.744,NA,NA,NA,1.954,1.998,1953 Q1,1953
"25",1953-04-01,0.00770118473997086,NA,2892.91846771737,NA,113.05,NA,NA,NA,1.989,2.074,1953 Q2,1953
"26",1953-07-01,-0.00564104051168291,NA,2924.16174944334,NA,113.344,NA,NA,NA,1.674,2.421,1953 Q3,1953
"27",1953-10-01,-0.0152529238738423,NA,2939.79510664195,NA,114.724,NA,NA,NA,1.395,2.024,1953 Q4,1953
"28",1954-01-01,-0.00478714498995375,63.3325171174047,2947.76135300191,4.9,115.071,NA,NA,NA,1.294,1.574,1954 Q1,1954
"29",1954-04-01,0.00109352839220297,NA,2952.48562240496,NA,114.24,NA,NA,NA,0.984,1.058,1954 Q2,1954
"30",1954-07-01,0.0112335607433122,NA,2960.40870497817,NA,113.252,NA,NA,NA,0.598,0.732,1954 Q3,1954
"31",1954-10-01,0.019380618135119,NA,2976.27581755885,NA,112.591,NA,NA,NA,0.882,0.939,1954 Q4,1954
"32",1955-01-01,0.0281655613591675,63.7617188165649,3004.91597558022,4.9,110.692,NA,NA,NA,0.964,1.139,1955 Q1,1955
"33",1955-04-01,0.0161444244585288,NA,3038.02920966197,NA,110.882,NA,NA,NA,1.329,1.558,1955 Q2,1955
"34",1955-07-01,0.013417791066362,NA,3073.5328591834,NA,111.309,NA,NA,NA,1.329,1.839,1955 Q3,1955
"35",1955-10-01,0.0059886932808544,NA,3106.50910309133,NA,111.626,NA,NA,NA,2.131,1.998,1955 Q4,1955
"36",1956-01-01,-0.00388797526893081,64.7833425535387,3130.95699969841,4,113.688,NA,NA,NA,2.446,2.653,1956 Q1,1956
"37",1956-04-01,0.00823178729922624,NA,3155.37890631812,NA,114.618,NA,NA,NA,2.157,2.519,1956 Q2,1956
"38",1956-07-01,-0.000897436447268075,NA,3174.07238959108,NA,114.925,NA,NA,NA,2.232,2.55,1956 Q3,1956
"39",1956-10-01,0.0163251299354378,NA,3198.64604962415,NA,114.944,NA,NA,NA,2.711,3.181,1956 Q4,1956
"40",1957-01-01,0.00638226864536564,65.1020076489709,3222.254567144,4.2,113.946,NA,NA,NA,3.041,3.444,1957 Q1,1957
"41",1957-04-01,-0.00219380703071216,NA,3239.50658156298,NA,114.836,NA,NA,NA,2.883,3.379,1957 Q2,1957
"42",1957-07-01,0.00975151736166654,NA,3258.85079842761,NA,114.151,NA,NA,NA,3.072,3.581,1957 Q3,1957
"43",1957-10-01,-0.0103992690370806,NA,3267.11499218968,NA,115.018,NA,NA,NA,3.046,4.037,1957 Q4,1957
"44",1958-01-01,-0.0263019188296856,65.1591571991225,3255.62338790662,5.8,116.215,NA,NA,NA,2.69,2.686,1958 Q1,1958
"45",1958-04-01,0.00654750669789374,NA,3247.53480682683,NA,114.877,NA,NA,NA,0.989,1.496,1958 Q2,1958
"46",1958-07-01,0.0228676416853085,NA,3253.26816545963,NA,114.778,NA,NA,NA,0.685,1.1,1958 Q3,1958
"47",1958-10-01,0.0231131219937132,NA,3272.04495633701,NA,112.823,NA,NA,NA,1.735,2.98,1958 Q4,1958
"48",1959-01-01,0.0190023698055778,65.5832496509954,3300.09102563435,6,113.264,NA,NA,NA,2.487,2.954,1959 Q1,1959
"49",1959-04-01,0.0222841884606228,NA,3338.82560950324,NA,112.88,2.9,NA,0.82673564,2.36,3.545,1959 Q2,1959
"50",1959-07-01,0.000697024288747565,NA,3372.2561054719,NA,112.922,2.9,NA,0.063105074,2.664,4.083,1959 Q3,1959
"51",1959-10-01,0.00284575386785779,NA,3402.23395566164,NA,113.791,2.9,NA,-0.1422055,3.58,4.79,1959 Q4,1959
"52",1960-01-01,0.0222371835003522,66.3113465059239,3442.55298389975,5.2,113.459,2.9,NA,0.72083744,4.063,4.86,1960 Q1,1960
"53",1960-04-01,-0.00539811645960679,NA,3472.65600165608,NA,115.752,0.3,NA,0.24027671,2.538,3.623,1960 Q2,1960
"54",1960-07-01,0.00488734982363209,NA,3500.73094028172,NA,115.293,-2.7,NA,-0.23755341,1.725,3.169,1960 Q3,1960
"55",1960-10-01,-0.0129143438243209,NA,3514.45620437372,NA,116.958,-0.8,NA,-0.17727849,2.446,2.847,1960 Q4,1960
"56",1961-01-01,0.00672749921338168,66.454940715632,3529.13934455516,6.6,116.378,1.2,0.31,-0.019195389,2.08,2.635,1961 Q1,1961
"57",1961-04-01,0.0168360222827262,NA,3551.98222721205,NA,114.767,3.1,0.18,0.3894376,2.106,2.896,1961 Q2,1961
"58",1961-07-01,0.0190215948771549,NA,3583.95121980196,NA,113.61,6.1,0.18,0.35227479,2.091,2.998,1961 Q3,1961
"59",1961-10-01,0.019426768536791,NA,3624.58933323775,NA,113.426,6.1,0.21,0.64007809,2.06,2.977,1961 Q4,1961
"60",1962-01-01,0.0176794258440586,67.4698267189782,3671.79874009421,5.8,112.867,6.3,0.23,0.017142597,2.517,3.109,1962 Q1,1962
"61",1962-04-01,0.00900686009216271,NA,3718.28945168178,NA,113.674,4.9,0.16,0.46061833,2.68,2.887,1962 Q2,1962
"62",1962-07-01,0.0122206889182955,NA,3766.45847565644,NA,112.467,2.9,0.16,0.29881783,2.924,3.071,1962 Q3,1962
"63",1962-10-01,0.00328860532343318,NA,3809.11943778643,NA,112.731,4.2,0.16,0.10545559,2.716,2.963,1962 Q4,1962
"64",1963-01-01,0.0108617018229624,68.1647963349325,3852.60563890359,5.7,112.912,5.2,0.13,0.19977163,2.954,2.978,1963 Q1,1963
"65",1963-04-01,0.0111616200398535,NA,3897.04862683419,NA,112.579,6.7,0.12,0.62443536,2.853,3.027,1963 Q2,1963
"66",1963-07-01,0.0217500532777354,NA,3950.83798139629,NA,111.035,4.8,0.17,0.2283507,2.985,3.126,1963 Q3,1963
"67",1963-10-01,0.00653763050400838,NA,4000.76252945559,NA,111.689,4.4,0.09,0.48752555,3.432,3.697,1963 Q4,1963
"68",1964-01-01,0.0208678791743047,68.99808272525,4058.90699760034,5.6,110.362,5.1,0.16,0.34343366,3.483,3.829,1964 Q1,1964
"69",1964-04-01,0.0108318073724414,NA,4116.13634173961,NA,110.656,3.5,0.17,0.58148736,3.528,3.91,1964 Q2,1964
"70",1964-07-01,0.0155051874978602,NA,4176.43029302398,NA,110.434,5.5,0.13,0.57910564,3.411,3.78,1964 Q3,1964
"71",1964-10-01,0.00308714073952528,NA,4228.81806516509,NA,111.958,4.9,0.26,-0.10068004,3.523,3.897,1964 Q4,1964
"72",1965-01-01,0.0239109229581266,69.836114104122,4292.04515778186,4.9,110.468,5,0.16,0.4417973,3.427,4.05,1965 Q1,1965
"73",1965-04-01,0.0125555563704387,NA,4355.21129287603,NA,110.534,5.4,0.21,0.45671462,3.788,4.14,1965 Q2,1965
"74",1965-07-01,0.0219880851718078,NA,4426.79027672867,NA,109.029,5.2,0.17,0.59891476,3.783,3.976,1965 Q3,1965
"75",1965-10-01,0.0227776261537147,NA,4506.85900318029,NA,108.366,6.9,0.12,0.52540609,3.986,4.346,1965 Q4,1965
"76",1966-01-01,0.0240468950027112,71.2003951910798,4595.93489905414,4,108.456,8.2,0.15,0.52984968,4.266,4.886,1966 Q1,1966
"77",1966-04-01,0.00340888779331628,NA,4673.42560077425,NA,109.803,5.8,0.24,0.31715009,4.418,4.93,1966 Q2,1966
"78",1966-07-01,0.00843267058825756,NA,4745.10700612416,NA,110.184,-0.1,0.32,0.23854742,4.52,5.106,1966 Q3,1966
"79",1966-10-01,0.0081705641351856,NA,4811.25516970629,NA,109.71,2.3,0.39,0.2062513,5.157,6,1966 Q4,1966
"80",1967-01-01,0.00881893179998406,71.9458792458018,4873.07703864947,3.9,109.782,1.7,0.16,0.25913855,4.47,5.013,1967 Q1,1967
"81",1967-04-01,0.000613326570662234,NA,4923.03731174437,NA,110.529,0.1,0.2,0.075225392,4.062,4.14,1967 Q2,1967
"82",1967-07-01,0.00941628754776244,NA,4971.11232199175,NA,110.503,5.7,0.12,0.090833083,3.707,5.061,1967 Q3,1967
"83",1967-10-01,0.00751026047667014,NA,5015.82711799303,NA,110.627,6.4,0.13,0.18720774,4.154,5.358,1967 Q4,1967
"84",1968-01-01,0.0201875633819473,72.3937296572445,5070.51885649345,3.7,109.969,6.2,0.26,-0.15648813,4.343,5.944,1968 Q1,1968
"85",1968-04-01,0.0165657570686277,NA,5130.89499151603,NA,109.527,4.8,0.17,0.26521933,4.852,5.686,1968 Q2,1968
"86",1968-07-01,0.00771534563874355,NA,5187.39863602727,NA,110.56,1.8,0.16,0.091354599,5.285,5.9,1968 Q3,1968
"87",1968-10-01,0.00392004755424347,NA,5236.52821706443,NA,111.49,5.1,0.1,0.27742368,5.162,5.373,1968 Q4,1968
"88",1969-01-01,0.015523196020344,73.2194970729996,5291.35975577474,3.4,110.805,5.2,0.15,0.2438964,6.099,6.487,1969 Q1,1969
"89",1969-04-01,0.00302894756513721,NA,5338.23548340601,NA,112.265,1.8,0.16,-0.013381446,5.361,6.489,1969 Q2,1969
"90",1969-07-01,0.00657784203514927,NA,5381.86138964938,NA,113.027,-2.1,0.28,0.092920198,6.481,7.355,1969 Q3,1969
"91",1969-10-01,-0.0048940468378253,NA,5410.45813368714,NA,114.609,-1.6,0.24,-0.045289253,6.945,7.799,1969 Q4,1969
"92",1970-01-01,-0.00149002667538567,73.5662179146178,5429.4566178472,3.9,115.082,-3,0.49,-0.67932645,6.787,8.024,1970 Q1,1970
"93",1970-04-01,0.00141618089247388,NA,5443.27225878964,NA,113.539,-1.8,0.26,-0.46197704,6.415,6.606,1970 Q2,1970
"94",1970-07-01,0.00917247775988077,NA,5461.10683120349,NA,113.02,-2.5,0.25,-0.12198694,5.93,7.187,1970 Q3,1970
"95",1970-10-01,-0.0107735586615982,NA,5461.52627065296,NA,113.538,2.4,0.14,-0.94669867,5.819,6.59,1970 Q4,1970
"96",1971-01-01,0.0267991651846544,73.5374887759494,5487.11314153782,5.9,111.383,3.5,0.07,0.15125275,4.439,4.883,1971 Q1,1971
"97",1971-04-01,0.00539359526214242,NA,5512.5005610045,NA,111.345,5.4,0.07,0.25742431,3.406,3.756,1971 Q2,1971
"98",1971-07-01,0.00819083161848571,NA,5540.94237919011,NA,110.783,6.3,0.04,0.1062416,5.019,6.056,1971 Q3,1971
"99",1971-10-01,0.00234589265219488,NA,5565.76800307481,NA,112.095,4.6,0.06,0.24937804,4.531,5.268,1971 Q4,1971
"100",1972-01-01,0.0182054300237368,74.2721594493237,5605.21816426401,5.8,112.076,8.3,0.03,0.72184893,3.351,4.179,1972 Q1,1972
"101",1972-04-01,0.0224392220093791,NA,5663.00480543077,NA,110.759,5.9,0.05,0.61627916,3.483,4.934,1972 Q2,1972
"102",1972-07-01,0.0093966095736263,NA,5722.28765599664,NA,110.912,7.1,0.04,0.1750777,3.625,5.248,1972 Q3,1972
"103",1972-10-01,0.0166057172280141,NA,5791.27744563331,NA,111.369,9.8,0.04,0.81917265,4.429,5.644,1972 Q4,1972
"104",1973-01-01,0.0244481117840047,75.4253458839405,5878.48050935925,4.9,111.132,9.1,0.06,0.42735177,4.867,5.525,1973 Q1,1973
"105",1973-04-01,0.0108285929301381,NA,5965.44848781251,NA,111.403,3.2,0.15,0.20307666,5.875,6.93,1973 Q2,1973
"106",1973-07-01,-0.00527225724354157,NA,6032.07098203824,NA,112.949,-0.9,0.14,0.085055874,7.436,7.556,1973 Q3,1973
"107",1973-10-01,0.0094475395311839,NA,6098.27640275906,NA,113.289,-1.8,0.39,0.082599271,7.335,7.66,1973 Q4,1973
"108",1974-01-01,-0.00863422048112655,76.1121657361614,6141.75900681813,5.1,113.582,0.2,0.41,-0.57640953,7.364,7.124,1974 Q1,1974
"109",1974-04-01,0.00237414958209743,NA,6178.43283878363,NA,112.758,-1.2,0.35,-0.29824332,8.5,8.115,1974 Q2,1974
"110",1974-07-01,-0.00949773487363987,NA,6194.67423864099,NA,113.766,-8.7,0.47,-0.64310585,7.681,8.608,1974 Q3,1974
"111",1974-10-01,-0.00389162026282198,NA,6199.79747624633,NA,112.443,-9,0.52,-0.86455931,6.17,7.892,1974 Q4,1974
"112",1975-01-01,-0.0122510822991365,75.7696996645077,6185.38147914837,8.1,111.316,-5.8,0.48,-1.555491,6.537,6.875,1975 Q1,1975
"113",1975-04-01,0.00712159304551527,NA,6177.29117364464,NA,110.219,-0.3,0.21,-0.36756657,5.274,6.19,1975 Q2,1975
"114",1975-07-01,0.0169755428584668,NA,6187.4520711518,NA,109.146,5.8,0.17,-0.12561728,5.651,6.701,1975 Q3,1975
"115",1975-10-01,0.0133810026840012,NA,6210.15884574621,NA,109.248,5.6,0.24,0.026815515,6.292,7.531,1975 Q4,1975
"116",1976-01-01,0.0222454023026545,76.2095178895585,6255.63993668726,7.9,108.487,6.5,0.2,0.39320287,5.172,5.974,1976 Q1,1976
"117",1976-04-01,0.00730697926256641,NA,6302.82070733882,NA,108.309,6.6,0.27,0.23496664,4.756,5.993,1976 Q2,1976
"118",1976-07-01,0.00545914754854837,NA,6349.03468757755,NA,108.807,6.7,0.22,0.12740472,5.296,6.342,1976 Q3,1976
"119",1976-10-01,0.00720005300857215,NA,6396.51094986241,NA,108.803,7,0.14,-0.093052934,5.082,5.722,1976 Q4,1976
"120",1977-01-01,0.0117925255230145,76.9482975776072,6451.03526266758,7.5,108.63,6.4,0.19,-0.0089846291,4.257,4.768,1977 Q1,1977
"121",1977-04-01,0.0192330879036164,NA,6521.76123992799,NA,108.625,8.6,0.09,0.38765338,4.541,5.352,1977 Q2,1977
"122",1977-07-01,0.017871007745394,NA,6605.33396066637,NA,108.171,6.5,0.1,0.20592485,4.949,5.609,1977 Q3,1977
"123",1977-10-01,1.99275978711132e-05,NA,6675.95311904681,NA,109.557,6.2,0.08,0.12046186,5.815,6.479,1977 Q4,1977
"124",1978-01-01,0.00319331732641077,77.8088840866153,6738.95968384157,6.4,111.097,5.3,0.13,-0.16949581,5.754,6.835,1978 Q1,1978
"125",1978-04-01,0.0379196044225287,NA,6843.28881477466,NA,108.844,6.8,0.06,0.75720201,6.497,7.164,1978 Q2,1978
"126",1978-07-01,0.0100072475974094,NA,6945.75256193269,NA,108.792,3.5,0.12,0.018558339,6.56,8.194,1978 Q3,1978
"127",1978-10-01,0.0133517219428579,NA,7051.00343813295,NA,108.605,3.1,0.09,0.11154746,8.019,8.553,1978 Q4,1978
"128",1979-01-01,0.00179432736928415,78.9504453616992,7141.65430813116,5.9,110.616,0.3,0.35,-0.2481786,8.428,10.142,1979 Q1,1979
"129",1979-04-01,0.00106688355954025,NA,7217.84413715548,NA,110.279,3.9,0.22,-0.64349096,9.642,9.578,1979 Q2,1979
"130",1979-07-01,0.0074005947959879,NA,7290.1884753444,NA,110.551,1.8,0.24,-0.52259242,8.99,9.107,1979 Q3,1979
"131",1979-10-01,0.00249733076700601,NA,7351.91025719281,NA,111.315,-3.7,0.19,-0.37280764,10.279,10.581,1979 Q4,1979
"132",1980-01-01,0.00314077414043076,79.1773483811498,7405.12452325214,6.3,111.065,-3.7,0.24,-0.69587029,9.344,11.156,1980 Q1,1980
"133",1980-04-01,-0.0208195798315736,NA,7415.90768084103,NA,112.081,-6,0.59,-1.6979751,15.051,14.88,1980 Q2,1980
"134",1980-07-01,-0.00118925438062412,NA,7417.77102275997,NA,112.69,2.2,0.15,-0.77595721,6.201,8.214,1980 Q3,1980
"135",1980-10-01,0.0184774684859222,NA,7440.84604421364,NA,112.081,0.7,0.13,-0.18080616,10.795,11.751,1980 Q4,1980
"136",1981-01-01,0.0194047266803593,79.1703974366029,7485.24406578271,7.5,109.746,-0.9,0.38,-0.84699807,12.528,12.811,1981 Q1,1981
"137",1981-04-01,-0.00743835315034435,NA,7509.06550278183,NA,110.851,-1.3,0.32,-0.60329968,13.017,12.603,1981 Q2,1981
"138",1981-07-01,0.011903887506921,NA,7543.53649747172,NA,109.962,-5.2,0.48,-0.75202917,14.411,13.906,1981 Q3,1981
"139",1981-10-01,-0.0109557631202328,NA,7553.57837451217,NA,110.933,-3.6,0.58,-0.9914177,13.997,15.433,1981 Q4,1981
"140",1982-01-01,-0.0156584018269083,79.400384810612,7535.32262282265,8.6,112.976,-2.3,0.54,-1.3036246,9.636,12.9,1982 Q1,1982
"141",1982-04-01,0.00455139794138199,NA,7522.04508298339,NA,112.377,-2.5,0.4,-1.1749592,13.421,13.657,1982 Q2,1982
"142",1982-07-01,-0.00382999342805677,NA,7501.49456786697,NA,112.539,-0.2,0.44,-1.1192515,11.779,13.963,1982 Q3,1982
"143",1982-10-01,0.000400007865809927,NA,7481.16745027947,NA,111.987,1.3,0.41,-1.0375643,7.019,10.203,1982 Q4,1982
"144",1983-01-01,0.0130918308749907,79.1415269403744,7480.2561000129,10.4,111.202,6.9,0.11,-0.0072535155,8.06,8.491,1983 Q1,1983
"145",1983-04-01,0.0225001645449148,NA,7511.50670634178,NA,109.368,7.9,0.16,-0.0065674202,8.572,9.119,1983 Q2,1983
"146",1983-07-01,0.0197923783068282,NA,7568.10494147181,NA,107.875,8.5,0.11,0.33620195,8.695,9.399,1983 Q3,1983
"147",1983-10-01,0.0206471982740039,NA,7649.04084446127,NA,107.947,7,0.14,0.15993538,8.755,9.649,1983 Q4,1983
"148",1984-01-01,0.0193592971005692,80.5000846387873,7749.82119208442,8,108.463,8.6,0.11,0.36210518,8.643,9.803,1984 Q1,1984
"149",1984-04-01,0.0171300551005953,NA,7864.60238496432,NA,108.014,6.3,0.13,0.12460388,9.553,10.638,1984 Q2,1984
"150",1984-07-01,0.0095939311809877,NA,7979.07488220334,NA,108.199,3.1,0.23,-0.053477255,9.358,11.919,1984 Q3,1984
"151",1984-10-01,0.00817422921914224,NA,8090.28474661013,NA,108.391,2.6,0.21,-0.20536157,10.433,11.047,1984 Q4,1984
"152",1985-01-01,0.00964314731614686,81.4766452827453,8200.4990755768,7.3,108.214,6.7,0.12,-0.10371296,7.598,9.018,1985 Q1,1985
"153",1985-04-01,0.00876620007486079,NA,8307.92153198624,NA,108.25,5.6,0.11,-0.19524976,8.091,9.535,1985 Q2,1985
"154",1985-07-01,0.0151572603738279,NA,8423.48826770934,NA,107.682,5.6,0.1,-0.25656443,6.631,7.679,1985 Q3,1985
"155",1985-10-01,0.00740699182869154,NA,8532.74643546356,NA,109.037,4.9,0.09,-0.29997396,7.068,8.023,1985 Q4,1985
"156",1986-01-01,0.00929415155361375,82.2180157142097,8639.35253050669,6.7,108.741,4.8,0.06,0.05944443,5.905,7.479,1986 Q1,1986
"157",1986-04-01,0.00449285554507605,NA,8734.9332020162,NA,109.057,4.4,0.06,0.24219875,6.272,6.791,1986 Q2,1986
"158",1986-07-01,0.00952120945350197,NA,8829.40465070924,NA,109.796,2.6,0.09,0.045713991,5.885,6.418,1986 Q3,1986
"159",1986-10-01,0.00534959416711716,NA,8915.4396984271,NA,111.068,2.4,0.12,0.091250137,5.111,5.823,1986 Q4,1986
"160",1987-01-01,0.00739106799354032,82.7385415128374,8997.59773965421,6.6,111.43,3.2,0.15,-0.29319196,5.113,6.06,1987 Q1,1987
"161",1987-04-01,0.0107240675207461,NA,9082.4591265836,NA,110.877,0.7,0.11,0.074653551,5.202,6.182,1987 Q2,1987
"162",1987-07-01,0.00863439633307582,NA,9166.1162593195,NA,111.121,1.9,0.15,0.19210672,4.927,6.823,1987 Q3,1987
"163",1987-10-01,0.0170238373325574,NA,9264.4530574648,NA,110.991,-0.2,0.18,0.36212928,6.5,7.882,1987 Q4,1987
"164",1988-01-01,0.00515551288075297,83.536789131648,9353.95529616352,5.7,111.764,0.3,0.3,-0.036487163,3.687,7.242,1988 Q1,1988
"165",1988-04-01,0.0130547376755251,NA,9450.49697849262,NA,111.811,2.6,0.15,0.081680291,5.734,6.849,1988 Q2,1988
