"","FirstDate","quarter","group","punew_year","puxhs_year","puxx_year","pce_year"
"1",1952-04-01,1952 Q2,1952,NA,0.014235115821872,NA,0.0184008753177701
"2",1952-07-01,1952 Q3,1952,NA,0.0283706971292155,NA,0.0235757140937669
"3",1952-10-01,1952 Q4,1952,NA,0.0141345109349048,NA,0.0121044649978787
"4",1953-01-01,1953 Q1,1953,0.00715768736788005,0.00351494210744463,NA,0.0116909120533033
"5",1953-04-01,1953 Q2,1953,0.00865480472962323,0.00704228262541293,NA,0.0134367437100129
"6",1953-07-01,1953 Q3,1953,0.00411446250909437,-3.72965547335014e-17,NA,0.0123404585795969
"7",1953-10-01,1953 Q4,1953,0.00969433393857316,0.00699303549097042,NA,0.015053113884302
"8",1954-01-01,1954 Q1,1954,0.0111983253100295,0.00699303549097042,NA,0.0162839537401286
"9",1954-04-01,1954 Q2,1954,0.00634922767865858,0.00350263055120193,NA,0.013473311634851
"10",1954-07-01,1954 Q3,1954,0.00260950753857414,-1.44849410244063e-16,NA,0.00475026083973891
"11",1954-10-01,1954 Q4,1954,-0.00857094868656116,-0.0140353181163835,NA,-0.000718545694492836
"12",1955-01-01,1955 Q1,1955,-0.00633031344995691,-0.0140353181163835,NA,-0.00250456318979366
"13",1955-04-01,1955 Q2,1955,-0.00260950753857429,-0.010544913176615,NA,-0.000143143429960928
"14",1955-07-01,1955 Q3,1955,-0.00372995583506389,-0.010544913176615,NA,0.00701204933780527
"15",1955-10-01,1955 Q4,1955,0.00373552918508731,0.00352734051796844,NA,0.0107954578361289
"16",1956-01-01,1956 Q1,1956,0.00223880690527141,1.4137996329211e-16,NA,0.0116818765606076
"17",1956-04-01,1956 Q2,1956,0.0052122232669901,0.00704228262541309,NA,0.0173843381840002
"18",1956-07-01,1956 Q3,1956,0.0196120994602193,0.0209797904691948,NA,0.0232568621642672
"19",1956-10-01,1956 Q4,1956,0.0254016970829507,0.0243490290102868,NA,0.0263856441009713
"20",1957-01-01,1957 Q1,1957,0.0308281293613018,0.0347257113738299,NA,0.031232932584744
"21",1957-04-01,1957 Q2,1957,0.0364604731335777,0.0378702740554099,NA,0.0308910219490447
"22",1957-07-01,1957 Q3,1957,0.0324469704057738,0.0306667983929723,NA,0.0292442586569085
"23",1957-10-01,1957 Q4,1957,0.0290186938890355,0.0271203062191937,NA,0.0286055617405324
"24",1958-01-01,1958 Q1,1958,0.0344555482936102,0.0335601964923016,0.0276834287484169,0.0318838220012175
"25",1958-04-01,1958 Q2,1958,0.0355233412462525,0.0332256476283203,0.0240148762038739,0.0273805406346225
