"","FirstDate","gdpg","gap1","gap2","unrate","lshr","xli","xli2","fac","quarter","group"
"267",1975-02-01,NA,NA,NA,8.1,NA,NA,NA,NA,1975 Q2,1975
"268",1975-03-01,NA,NA,NA,8.6,NA,NA,NA,NA,1975 Q3,1975
"269",1975-04-01,NA,75.5565687203419,NA,8.8,NA,NA,NA,NA,1975 Q4,1975
"270",1976-02-01,NA,NA,NA,7.7,NA,NA,NA,NA,1976 Q2,1976
"271",1976-03-01,NA,NA,NA,7.6,NA,NA,NA,NA,1976 Q3,1976
"272",1976-04-01,NA,76.5984088534457,NA,7.7,NA,NA,NA,NA,1976 Q4,1976
"273",1977-02-01,NA,NA,NA,7.6,NA,NA,NA,NA,1977 Q2,1977
"274",1977-03-01,NA,NA,NA,7.4,NA,NA,NA,NA,1977 Q3,1977
"275",1977-04-01,NA,77.1553251305948,NA,7.2,NA,NA,NA,NA,1977 Q4,1977
"276",1978-02-01,NA,NA,NA,6.3,NA,NA,NA,NA,1978 Q2,1978
"277",1978-03-01,NA,NA,NA,6.3,NA,NA,NA,NA,1978 Q3,1978
"278",1978-04-01,NA,77.8652303693441,NA,6.1,NA,NA,NA,NA,1978 Q4,1978
"279",1979-02-01,NA,NA,NA,5.9,NA,NA,NA,NA,1979 Q2,1979
"280",1979-03-01,NA,NA,NA,5.8,NA,NA,NA,NA,1979 Q3,1979
"281",1979-04-01,NA,78.9823352367821,NA,5.8,NA,NA,NA,NA,1979 Q4,1979
"282",1980-02-01,NA,NA,NA,6.3,NA,NA,NA,NA,1980 Q2,1980
"283",1980-03-01,NA,NA,NA,6.3,NA,NA,NA,NA,1980 Q3,1980
"284",1980-04-01,NA,79.2332525014993,NA,6.9,NA,NA,NA,NA,1980 Q4,1980
"285",1981-02-01,NA,NA,NA,7.4,NA,NA,NA,NA,1981 Q2,1981
"286",1981-03-01,NA,NA,NA,7.4,NA,NA,NA,NA,1981 Q3,1981
"287",1981-04-01,NA,79.5160917584144,NA,7.2,NA,NA,NA,NA,1981 Q4,1981
"288",1982-02-01,NA,NA,NA,8.9,NA,NA,NA,NA,1982 Q2,1982
"289",1982-03-01,NA,NA,NA,9,NA,NA,NA,NA,1982 Q3,1982
"290",1982-04-01,NA,79.1215756871576,NA,9.3,NA,NA,NA,NA,1982 Q4,1982
"291",1983-02-01,NA,NA,NA,10.4,NA,NA,NA,NA,1983 Q2,1983
"292",1983-03-01,NA,NA,NA,10.3,NA,NA,NA,NA,1983 Q3,1983
"293",1983-04-01,NA,79.374632180869,NA,10.2,NA,NA,NA,NA,1983 Q4,1983
"294",1984-02-01,NA,NA,NA,7.8,NA,NA,NA,NA,1984 Q2,1984
"295",1984-03-01,NA,NA,NA,7.8,NA,NA,NA,NA,1984 Q3,1984
"296",1984-04-01,NA,80.8478497702113,NA,7.7,NA,NA,NA,NA,1984 Q4,1984
"297",1985-02-01,NA,NA,NA,7.2,NA,NA,NA,NA,1985 Q2,1985
"298",1985-03-01,NA,NA,NA,7.2,NA,NA,NA,NA,1985 Q3,1985
"299",1985-04-01,NA,81.650824882356,NA,7.3,NA,NA,NA,NA,1985 Q4,1985
"300",1986-02-01,NA,NA,NA,7.2,NA,NA,NA,NA,1986 Q2,1986
"301",1986-03-01,NA,NA,NA,7.2,NA,NA,NA,NA,1986 Q3,1986
"302",1986-04-01,NA,82.3866499548371,NA,7.1,NA,NA,NA,NA,1986 Q4,1986
"303",1987-02-01,NA,NA,NA,6.6,NA,NA,NA,NA,1987 Q2,1987
"304",1987-03-01,NA,NA,NA,6.6,NA,NA,NA,NA,1987 Q3,1987
"305",1987-04-01,NA,82.8730555267196,NA,6.3,NA,NA,NA,NA,1987 Q4,1987
"306",1988-02-01,NA,NA,NA,5.7,NA,NA,NA,NA,1988 Q2,1988
"307",1988-03-01,NA,NA,NA,5.7,NA,NA,NA,NA,1988 Q3,1988
"308",1988-04-01,NA,83.6310569009081,NA,5.4,NA,NA,NA,NA,1988 Q4,1988
"309",1989-02-01,NA,NA,NA,5.2,NA,NA,NA,NA,1989 Q2,1989
"310",1989-03-01,NA,NA,NA,5,NA,NA,NA,NA,1989 Q3,1989
"311",1989-04-01,NA,84.405531148585,NA,5.2,NA,NA,NA,NA,1989 Q4,1989
"312",1990-02-01,NA,NA,NA,5.3,NA,NA,NA,NA,1990 Q2,1990
"313",1990-03-01,NA,NA,NA,5.2,NA,NA,NA,NA,1990 Q3,1990
"314",1990-04-01,NA,84.9174741928138,NA,5.4,NA,NA,NA,NA,1990 Q4,1990
"315",1991-02-01,NA,NA,NA,6.6,NA,NA,NA,NA,1991 Q2,1991
"316",1991-03-01,NA,NA,NA,6.8,NA,NA,NA,NA,1991 Q3,1991
"317",1991-04-01,NA,84.741605364025,NA,6.7,NA,NA,NA,NA,1991 Q4,1991
"318",1992-02-01,NA,NA,NA,7.4,NA,NA,NA,NA,1992 Q2,1992
"319",1992-03-01,NA,NA,NA,7.4,NA,NA,NA,NA,1992 Q3,1992
"320",1992-04-01,NA,85.2613762354179,NA,7.4,NA,NA,NA,NA,1992 Q4,1992
"321",1993-02-01,NA,NA,NA,7.1,NA,NA,NA,NA,1993 Q2,1993
"322",1993-03-01,NA,NA,NA,7,NA,NA,NA,NA,1993 Q3,1993
"323",1993-04-01,NA,85.8655863643082,NA,7.1,NA,NA,NA,NA,1993 Q4,1993
"324",1994-02-01,NA,NA,NA,6.6,NA,NA,NA,NA,1994 Q2,1994
"325",1994-03-01,NA,NA,NA,6.5,NA,NA,NA,NA,1994 Q3,1994
"326",1994-04-01,NA,86.4918650008718,NA,6.4,NA,NA,NA,NA,1994 Q4,1994
"327",1995-02-01,NA,NA,NA,5.4,NA,NA,NA,NA,1995 Q2,1995
"328",1995-03-01,NA,NA,NA,5.4,NA,NA,NA,NA,1995 Q3,1995
"329",1995-04-01,NA,87.1295676314132,NA,5.8,NA,NA,NA,NA,1995 Q4,1995
"330",1996-02-01,NA,NA,NA,5.5,NA,NA,NA,NA,1996 Q2,1996
"331",1996-03-01,NA,NA,NA,5.5,NA,NA,NA,NA,1996 Q3,1996
"332",1996-04-01,NA,87.609647480097,NA,5.6,NA,NA,NA,NA,1996 Q4,1996
"333",1997-02-01,NA,NA,NA,5.2,NA,NA,NA,NA,1997 Q2,1997
"334",1997-03-01,NA,NA,NA,5.2,NA,NA,NA,NA,1997 Q3,1997
"335",1997-04-01,NA,88.4020905495195,NA,5.1,NA,NA,NA,NA,1997 Q4,1997
"336",1998-02-01,NA,NA,NA,4.6,NA,NA,NA,NA,1998 Q2,1998
"337",1998-03-01,NA,NA,NA,4.7,NA,NA,NA,NA,1998 Q3,1998
"338",1998-04-01,NA,89.2959205533324,NA,4.3,NA,NA,NA,NA,1998 Q4,1998
"339",1999-02-01,NA,NA,NA,4.4,NA,NA,NA,NA,1999 Q2,1999
"340",1999-03-01,NA,NA,NA,4.2,NA,NA,NA,NA,1999 Q3,1999
"341",1999-04-01,NA,90.187146291244,NA,4.3,NA,NA,NA,NA,1999 Q4,1999
"342",2000-02-01,NA,NA,NA,4.1,NA,NA,NA,NA,2000 Q2,2000
"343",2000-03-01,NA,NA,NA,4,NA,NA,NA,NA,2000 Q3,2000
"344",2000-04-01,NA,90.9747931304511,NA,3.8,NA,NA,NA,NA,2000 Q4,2000
"345",2001-02-01,NA,NA,NA,4.2,NA,NA,NA,NA,2001 Q2,2001
"346",2001-03-01,NA,NA,NA,4.3,NA,NA,NA,NA,2001 Q3,2001
"347",2001-04-01,NA,91.3899252511823,NA,4.4,NA,NA,NA,NA,2001 Q4,2001
