Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1995:10       0.08       1.9      196.8       0.04     3.6       0.13 
     1995:11       0.06       2.7      197.5       0.01     4.1       0.11 
     1995:12       0.04       3.3      198.0       0.01     2.9       0.13 
     1996:01       0.03       4.2      196.0       0.34     3.3       0.16 
     1996:02       0.02       5.0      198.3       0.02     3.3       0.14 
     1996:03       0.05       3.6      198.7       0.03     2.9       0.14 
     1996:04       0.06       3.3      200.0       0.01     4.5       0.10 
     1996:05       0.05       4.1      201.1       0.01     3.7       0.11 
     1996:06       0.03       4.5      202.3       0.01     2.6       0.14 
     1996:07       0.04       3.3      202.5       0.02     4.7       0.10 
     1996:08       0.05       3.1      203.6       0.01     3.0       0.12 
     1996:09       0.06       2.6      204.4       0.01     2.4       0.14 
     1996:10       0.03       3.7      205.0       0.01     3.8       0.12 
     1996:11       0.02       4.8      206.2       0.01     3.5       0.11 
     1996:12       0.01       4.7      206.6       0.01     5.2       0.10 
     1997:01       0.03       3.7      205.5       0.12     3.7       0.12 
     1997:02       0.04       3.4      207.0       0.02     3.9       0.12 
     1997:03       0.06       2.8      207.7       0.01     3.9       0.13 
     1997:04       0.09       1.9      208.8       0.01     3.1       0.13 
     1997:05       0.13       1.6      209.1       0.01     2.5       0.14 
     1997:06       0.06       3.0      209.9       0.01     1.6       0.15 
     1997:07       0.03       4.3      210.9       0.01     4.5       0.10 
     1997:08       0.03       4.2      212.2       0.01     4.4       0.10 
     1997:09       0.03       3.4      213.5       0.01     4.7       0.09 
     1997:10       0.04       3.3      214.4       0.01     5.7       0.08 
     1997:11       0.05       3.3      215.4       0.01     4.5       0.10 
     1997:12       0.03       3.3      216.2       0.01     4.8       0.10 
     1998:01       0.02       4.1      217.4       0.01     4.1       0.09 
     1998:02       0.02       4.9      218.2       0.01     5.0       0.07 
     1998:03       0.04       4.4      218.9       0.01     4.8       0.08 
     1998:04       0.05       3.7      219.4       0.01     3.4       0.11 
     1998:05       0.06       2.9      220.2       0.01     3.2       0.11 
     1998:06       0.09       2.2      220.0       0.04     3.4       0.12 
     1998:07       0.11       1.9      220.1       0.05     3.5       0.10 
     1998:08       0.08       2.9      222.0       0.01     4.8       0.08 
     1998:09       0.12       2.3      222.1       0.03     3.5       0.10 
     1998:10       0.05       4.7      223.3       0.01     4.9       0.05 
     1998:11       0.08       4.2      223.7       0.02     4.4       0.07 
     1998:12       0.07       3.7      224.7       0.01     5.8       0.05 
     1999:01       0.06       4.0      225.3       0.01     5.6       0.06 
     1999:02       0.06       3.0      226.3       0.01     6.2       0.06 
     1999:03       0.08       2.0      226.9       0.01     5.2       0.08 
     1999:04       0.05       2.0      227.2       0.02     2.1       0.13 
     1999:05       0.04       3.0      228.0       0.01     2.4       0.12 
     1999:06       0.05       3.3      228.7       0.01     3.8       0.08 
     1999:07       0.06       3.3      229.5       0.01     3.2       0.09 
     1999:08       0.08       3.1      230.3       0.01     3.7       0.08 
     1999:09       0.18       1.7      230.0       0.05     3.4       0.10 
     1999:10       0.07       3.4      231.5       0.01     4.5       0.07 
     1999:11       0.06       3.4      232.8       0.01     5.9       0.07 
     1999:12       0.04       3.7      234.3       0.01     5.7       0.07 
     2000:01       0.03       4.4      235.6       0.01     6.0       0.07 
     2000:02       0.03       3.7      236.1       0.01     5.8       0.07 
     2000:03       0.03       3.4      236.8       0.01     4.6       0.09 
     2000:04       0.05       2.6      237.8       0.01     2.7       0.12 
     2000:05       0.13       1.5      238.2       0.01     2.5       0.13 
     2000:06       0.06       2.9      238.3       0.02     2.1       0.12 
     2000:07       0.05       3.5      238.2       0.05     2.9       0.10 
     2000:08       0.05       3.0      237.9       0.09     3.8       0.10 
     2000:09       0.05       3.3      238.5       0.04     2.6       0.11 
     2000:10       0.06       3.4      238.2       0.12     3.5       0.11 
     2000:11       0.09       3.3      238.0       0.15     4.4       0.08 
     2000:12       0.07       3.0      237.5       0.30     2.8       0.14 
     2001:01       0.04       4.7      236.8       0.59     5.0       0.08 
     2001:02       0.05       4.3      236.3       0.64     4.9       0.09 
     2001:03       0.04       4.0      235.8       0.65     2.3       0.16 
     2001:04       0.06       2.9      234.8       0.87     1.1       0.19 
     2001:05       0.07       2.8      234.2       0.86     1.4       0.18 
     2001:06       0.21       0.9      233.2       0.94     0.3       0.23 
     2001:07       0.17       1.1      233.5       0.59     1.2       0.16 
     2001:08       0.07       2.4      233.7       0.47     2.7       0.11 
     2001:09       0.16       1.0      232.0       0.90     0.9       0.17 
     2001:10       0.24       0.5      231.5       0.86     3.2       0.14 
     2001:11       0.21       0.7      230.8       0.89     1.6       0.17 
     2001:12       0.06       2.4      231.0       0.54     2.4       0.13 
     2002:01       0.01       3.7      231.7       0.17     4.8       0.08 
     2002:02       0.01       4.1      231.4       0.25     5.5       0.06 
     2002:03       0.02       4.4      231.8       0.09     4.8       0.08 
     2002:04       0.03       3.2      232.1       0.06     3.8       0.09 
     2002:05       0.03       3.7      232.6       0.03     4.5       0.07 
     2002:06       0.02       4.3      233.4       0.01     3.2       0.07 
     2002:07       0.03       4.4      233.7       0.02     5.3       0.06 
     2002:08       0.04       3.8      233.8       0.04     3.9       0.08 
     2002:09       0.03       3.5      233.5       0.09     2.6       0.09 
     2002:10       0.04       3.1      233.1       0.22     4.0       0.08 
     2002:11       0.07       2.3      233.4       0.09     2.2       0.12 
     2002:12       0.07       3.1      232.5       0.39     3.8       0.07 
     2003:01       0.08       2.9      233.4       0.07     4.8       0.07 
     2003:02       0.12       1.8      232.2       0.41     5.1       0.06 
     2003:03       0.12       1.3      232.1       0.39     3.8       0.09 
