Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (xli2), Experimental  Coincident Index (XCI),
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
alternative  nonfinancial Experimental Recession Index-2 (XRI-2).
Data are monthly


Last Updated:  3/02/00

     date         XRI       XLI       XCI      XLI-2     XRI-2
     76:01       0.01       5.9      121.9     3.5       0.17 
     76:02       0.01       5.9      123.1     3.3       0.18 
     76:03       0.01       5.6      123.3     2.4       0.22 
     76:04       0.01       6.3      123.7     2.5       0.24 
     76:05       0.01       5.5      124.3     2.0       0.23 
     76:06       0.01       4.6      124.5     1.7       0.22 
     76:07       0.01       6.5      125.0     2.3       0.17 
     76:08       0.01       6.9      125.2     3.0       0.14 
     76:09       0.01       7.8      125.6     4.4       0.09 
     76:10       0.01       6.5      125.7     2.9       0.12 
     76:11       0.01       7.0      127.0     4.6       0.08 
     76:12       0.01       7.3      128.0     5.2       0.10 
     77:01       0.01       6.3      127.9     3.8       0.13 
     77:02       0.01       7.3      128.7     4.9       0.11 
     77:03       0.01       8.1      129.9     4.9       0.07 
     77:04       0.01       8.3      130.9     5.6       0.07 
     77:05       0.01       7.5      131.6     5.2       0.07 
     77:06       0.01       7.7      132.3     5.9       0.06 
     77:07       0.01       6.3      132.7     5.1       0.07 
     77:08       0.01       6.1      133.2     5.1       0.06 
     77:09       0.01       6.0      133.8     4.3       0.08 
     77:10       0.01       5.8      134.5     4.0       0.06 
     77:11       0.01       6.6      135.0     6.0       0.05 
     77:12       0.01       6.7      135.2     6.0       0.05 
     78:01       0.02       5.3      134.1     3.9       0.09 
     78:02       0.03       4.8      134.8     3.6       0.12 
     78:03       0.02       5.1      136.3     4.3       0.08 
     78:04       0.01       6.9      139.9     8.0       0.04 
     78:05       0.03       4.6      140.1     5.9       0.08 
     78:06       0.02       5.3      141.2     7.1       0.04 
     78:07       0.07       3.6      141.1     3.8       0.09 
     78:08       0.09       3.0      141.6     2.0       0.12 
     78:09       0.11       3.2      142.0     3.4       0.08 
     78:10       0.18       3.4      142.7     5.4       0.07 
     78:11       0.12       3.6      143.7     6.4       0.07 
     78:12       0.07       4.2      144.3     5.3       0.08 
     79:01       0.21       0.8      143.8     0.4       0.29 
     79:02       0.17       0.8      144.1     0.1       0.25 
     79:03       0.02       4.5      145.2     3.8       0.11 
     79:04       0.04       4.1      143.3     2.8       0.19 
     79:05       0.03       4.7      144.7     3.9       0.13 
     79:06       0.05       4.0      145.1     2.8       0.14 
     79:07       0.16       2.3      145.1     1.1       0.19 
     79:08       0.40       0.8      145.1     2.4       0.14 
     79:09       0.70      -0.2      144.8     3.3       0.11 
     79:10       0.91      -3.1      145.1     2.2       0.16 
     79:11       0.93      -4.6      145.0     0.1       0.28 
     79:12       0.88      -4.4      145.1    -0.9       0.27 
     80:01       0.86      -3.5      145.5     0.7       0.20 
     80:02       0.99      -4.4      145.2     0.1       0.24 
     80:03       1.00      -7.9      144.4    -2.5       0.41 
     80:04       0.57      -5.0      142.3    -3.8       0.52 
     80:05       0.45      -3.5      140.2    -4.7       0.47 
     80:06       0.21      -0.6      139.2    -0.6       0.25 
     80:07       0.19       2.4      138.7     3.7       0.12 
     80:08       0.22       2.6      139.8     6.2       0.08 
     80:09       0.21       3.2      141.3     7.5       0.06 
     80:10       0.50       0.7      143.0     6.4       0.11 
     80:11       0.87      -1.9      144.4     4.0       0.14 
     80:12       0.70      -2.1      144.9     1.8       0.23 
     81:01       0.40      -0.7      144.8    -0.3       0.31 
     81:02       0.19       0.2      144.7    -0.3       0.30 
     81:03       0.21       0.6      144.7     0.3       0.27 
     81:04       0.63      -0.9      143.7     0.5       0.26 
     81:05       0.60      -2.0      144.0     1.4       0.25 
     81:06       0.78      -3.2      144.5    -0.8       0.39 
     81:07       0.81      -4.3      145.4    -1.1       0.39 
     81:08       0.85      -5.2      145.2    -1.3       0.43 
     81:09       0.75      -3.8      143.7    -1.8       0.46 
     81:10       0.55      -3.2      143.2    -3.4       0.56 
     81:11       0.45      -2.1      142.4    -3.2       0.53 
     81:12       0.46      -1.7      141.5    -1.6       0.45 
     82:01       0.65      -1.8      139.6    -1.5       0.46 
     82:02       0.31      -0.7      141.3     1.2       0.32 
     82:03       0.31      -1.7      141.1     0.4       0.31 
     82:04       0.35      -1.9      140.8     0.4       0.33 
     82:05       0.52      -1.6      140.4     0.5       0.34 
     82:06       0.56      -1.9      139.8    -1.0       0.41 
     82:07       0.23      -0.1      138.8    -1.0       0.38 
     82:08       0.49      -2.0      138.1    -2.0       0.49 
     82:09       0.23      -1.6      137.4    -0.8       0.42 
     82:10       0.07       1.0      136.7    -0.2       0.35 
     82:11       0.05       1.7      136.4     1.9       0.21 
     82:12       0.01       4.6      136.3     4.2       0.12 
     83:01       0.01       6.5      137.9     6.5       0.09 
     83:02       0.01       6.5      137.5     5.6       0.11 
     83:03       0.01       6.7      138.6     4.4       0.14 
     83:04       0.01       7.6      139.7     4.5       0.13 
     83:05       0.01       8.5      140.9     5.1       0.10 
     83:06       0.01       8.4      141.6     7.4       0.08 
     83:07       0.01       8.1      143.3     6.5       0.10 
     83:08       0.01       6.0      143.8     4.7       0.14 
     83:09       0.01       5.3      145.6     2.9       0.17 
     83:10       0.01       6.7      146.9     4.1       0.12 
     83:11       0.01       6.8      147.4     5.5       0.12 
     83:12       0.01       6.9      148.8     4.2       0.13 
     84:01       0.01       8.2      150.6     5.9       0.09 
     84:02       0.01       9.0      151.3     6.7       0.05 
     84:03       0.01       7.4      152.1     5.0       0.11 
     84:04       0.01       6.1      153.2     3.9       0.10 
     84:05       0.02       4.9      153.7     4.1       0.11 
     84:06       0.01       4.5      154.5     4.2       0.09 
     84:07       0.01       3.4      154.9     2.1       0.18 
     84:08       0.01       2.4      155.4     1.2       0.19 
     84:09       0.01       2.9      155.6     0.7       0.19 
     84:10       0.01       2.7      155.2     1.0       0.17 
     84:11       0.01       5.4      155.8     3.8       0.08 
     84:12       0.01       6.1      156.0     3.7       0.09 
     85:01       0.01       6.6      156.3     4.9       0.09 
     85:02       0.01       6.6      156.7     3.7       0.10 
     85:03       0.01       5.4      157.3     3.5       0.08 
     85:04       0.01       5.4      157.4     3.5       0.08 
     85:05       0.01       5.1      158.1     3.7       0.07 
     85:06       0.01       5.8      157.9     4.0       0.07 
     85:07       0.01       5.7      157.6     4.0       0.07 
     85:08       0.01       5.4      158.6     5.3       0.05 
     85:09       0.01       6.5      159.2     6.6       0.04 
     85:10       0.02       4.7      159.2     4.1       0.06 
     85:11       0.03       3.7      159.6     2.9       0.08 
     85:12       0.02       4.5      160.1     4.3       0.05 
     86:01       0.02       4.9      160.7     5.3       0.04 
     86:02       0.05       3.4      160.3     4.2       0.06 
     86:03       0.03       3.9      160.2     4.2       0.06 
     86:04       0.02       4.5      161.4     5.7       0.05 
     86:05       0.10       2.4      161.0     3.7       0.07 
     86:06       0.20       1.6      160.8     3.2       0.07 
     86:07       0.08       2.8      161.0     4.0       0.07 
     86:08       0.03       3.8      161.5     3.5       0.08 
     86:09       0.03       3.2      162.3     3.5       0.08 
     86:10       0.04       2.5      162.7     3.9       0.09 
     86:11       0.07       1.8      163.0     3.0       0.11 
     86:12       0.02       4.4      164.1     6.6       0.04 
     87:01       0.05       3.3      163.4     2.5       0.11 
     87:02       0.08       3.0      165.2     2.8       0.09 
     87:03       0.10       2.4      165.6     3.7       0.08 
     87:04       0.28       0.9      165.4     4.0       0.09 
     87:05       0.31       0.3      166.2     3.2       0.11 
     87:06       0.09       1.3      167.1     4.3       0.11 
     87:07       0.04       2.0      168.0     3.9       0.13 
     87:08       0.09       0.9      168.4     2.9       0.14 
     87:09       0.35      -0.6      168.1     3.4       0.13 
     87:10       0.26      -0.2      169.6     2.6       0.15 
     87:11       0.33      -0.6      170.2     2.3       0.15 
     87:12       0.12       0.6      171.4     2.5       0.16 
     88:01       0.10       0.3      171.3     0.2       0.25 
     88:02       0.02       2.2      172.3     3.3       0.13 
     88:03       0.02       3.0      172.9     4.4       0.09 
     88:04       0.03       2.8      173.8     3.8       0.13 
     88:05       0.04       2.8      173.9     2.3       0.15 
     88:06       0.03       2.9      174.2     4.1       0.14 
     88:07       0.06       1.6      174.9     2.3       0.17 
     88:08       0.06       1.3      175.2     2.5       0.16 
     88:09       0.06       1.7      175.3     2.2       0.15 
     88:10       0.04       2.7      176.3     2.5       0.11 
     88:11       0.08       3.1      176.8     3.7       0.09 
     88:12       0.09       2.7      178.0     4.0       0.09 
     89:01       0.08       2.6      178.7     4.0       0.11 
     89:02       0.12       0.8      178.1     2.3       0.17 
     89:03       0.13       0.3      178.5     0.5       0.25 
     89:04       0.04       1.9      179.1     1.3       0.16 
     89:05       0.04       2.5      178.4     3.1       0.13 
     89:06       0.04       2.2      178.0     1.4       0.17 
     89:07       0.10       1.8      177.1     0.4       0.23 
     89:08       0.12       1.5      178.0     2.5       0.12 
     89:09       0.14       1.1      178.0     2.5       0.12 
     89:10       0.10       1.9      177.8     2.7       0.11 
     89:11       0.07       2.7      178.9     4.1       0.09 
     89:12       0.03       4.1      179.2     4.2       0.07 
     90:01       0.01       6.3      178.8     7.7       0.03 
     90:02       0.07       3.7      179.8     3.7       0.12 
     90:03       0.11       0.9      180.4    -0.6       0.24 
     90:04       0.17      -0.1      179.4    -1.8       0.33 
     90:05       0.15       0.1      180.1     0.1       0.25 
     90:06       0.09       1.1      180.5     0.2       0.21 
     90:07       0.07       2.1      180.6     1.3       0.16 
     90:08       0.12       1.9      180.6     2.1       0.15 
     90:09       0.29       0.5      180.0     0.0       0.23 
     90:10       0.40      -0.3      178.7    -0.3       0.27 
     90:11       0.44      -0.5      177.3    -0.9       0.32 
     90:12       0.34      -0.6      176.8    -1.4       0.41 
     91:01       0.33      -1.0      175.4    -1.4       0.42 
     91:02       0.24      -0.5      174.9    -0.3       0.34 
     91:03       0.16       0.2      174.3     0.7       0.30 
     91:04       0.10       0.3      174.9     1.7       0.24 
     91:05       0.06       1.2      175.6     2.1       0.20 
     91:06       0.04       1.6      176.5     1.3       0.22 
     91:07       0.03       2.3      176.7     2.8       0.19 
     91:08       0.02       2.6      176.9     1.3       0.21 
     91:09       0.02       2.4      177.5     1.5       0.19 
     91:10       0.04       1.9      177.3     1.6       0.18 
     91:11       0.06       2.0      177.2     0.3       0.23 
     91:12       0.02       3.8      176.6     1.9       0.18 
     92:01       0.01       4.6      177.0     3.0       0.15 
     92:02       0.01       4.4      177.7     3.0       0.14 
     92:03       0.01       2.8      178.3     2.7       0.18 
     92:04       0.01       2.8      179.2     2.9       0.17 
     92:05       0.02       2.4      179.4     1.3       0.19 
     92:06       0.01       2.6      179.6     2.2       0.16 
     92:07       0.01       3.5      180.2     2.6       0.15 
     92:08       0.01       3.2      179.5     0.6       0.21 
     92:09       0.01       4.3      180.3     2.8       0.15 
     92:10       0.01       3.6      181.0     2.4       0.16 
     92:11       0.01       2.6      181.5     1.9       0.20 
     92:12       0.01       2.8      182.2     3.6       0.15 
     93:01       0.01       3.6      183.0     3.2       0.15 
     93:02       0.01       3.4      183.5     2.4       0.17 
     93:03       0.02       1.8      183.1     1.0       0.21 
     93:04       0.02       2.4      183.8     0.9       0.19 
     93:05       0.03       2.9      183.9     1.3       0.18 
     93:06       0.02       3.3      184.6     3.2       0.14 
     93:07       0.01       3.7      184.5     3.0       0.13 
     93:08       0.01       3.8      184.6     3.4       0.12 
     93:09       0.01       4.2      185.6     4.9       0.10 
     93:10       0.01       4.1      186.3     3.8       0.11 
     93:11       0.01       4.3      187.1     4.6       0.10 
     93:12       0.01       4.9      188.1     5.0       0.09 
     94:01       0.01       4.7      188.2     2.8       0.14 
     94:02       0.01       4.6      188.7     1.7       0.18 
     94:03       0.01       4.8      190.6     3.3       0.12 
     94:04       0.03       4.2      191.4     4.5       0.10 
     94:05       0.05       3.3      192.5     4.4       0.10 
     94:06       0.05       2.9      193.0     3.8       0.12 
     94:07       0.04       2.7      193.4     2.3       0.13 
     94:08       0.03       3.2      194.4     4.0       0.11 
     94:09       0.03       3.9      195.0     3.3       0.11 
     94:10       0.04       3.3      196.2     3.4       0.12 
     94:11       0.12       1.9      196.8     3.8       0.13 
     94:12       0.06       2.3      198.2     4.0       0.12 
     95:01       0.05       1.9      199.1     3.1       0.15 
     95:02       0.06       1.5      198.9     1.3       0.18 
     95:03       0.08       1.8      198.8     0.9       0.17 
     95:04       0.07       2.9      198.5     1.6       0.15 
     95:05       0.06       3.2      198.7     2.9       0.11 
     95:06       0.03       3.6      199.6     2.3       0.11 
     95:07       0.03       3.7      199.6     3.1       0.11 
     95:08       0.03       3.4      200.9     5.2       0.09 
     95:09       0.04       2.8      201.4     4.6       0.10 
     95:10       0.04       2.2      201.4     3.6       0.10 
     95:11       0.04       2.8      202.1     4.0       0.08 
     95:12       0.03       3.5      202.4     3.0       0.09 
     96:01       0.02       4.2      200.7     3.9       0.12 
     96:02       0.02       4.8      202.8     3.6       0.11 
     96:03       0.04       3.3      203.4     2.9       0.10 
     96:04       0.05       3.2      204.8     4.4       0.08 
     96:05       0.03       4.1      206.0     3.6       0.09 
     96:06       0.02       4.4      207.2     2.6       0.11 
     96:07       0.02       3.6      207.4     5.0       0.07 
     96:08       0.03       3.4      208.5     3.4       0.09 
     96:09       0.03       3.2      209.3     2.8       0.10 
     96:10       0.01       4.1      209.7     3.8       0.10 
     96:11       0.01       4.7      210.7     3.3       0.09 
     96:12       0.01       4.6      210.9     4.8       0.08 
     97:01       0.02       3.7      211.5     4.4       0.09 
     97:02       0.03       3.1      213.1     4.2       0.09 
     97:03       0.03       2.6      214.1     4.3       0.10 
     97:04       0.05       2.0      215.1     3.4       0.10 
     97:05       0.06       2.1      215.5     2.8       0.10 
     97:06       0.03       3.3      216.4     2.0       0.11 
     97:07       0.01       4.7      217.3     4.6       0.08 
     97:08       0.01       4.6      218.4     4.2       0.08 
     97:09       0.02       3.8      219.6     4.7       0.07 
     97:10       0.02       3.8      220.4     5.6       0.07 
     97:11       0.03       3.6      221.1     4.4       0.07 
     97:12       0.02       3.8      221.9     5.0       0.07 
     98:01       0.01       4.2      223.1     4.3       0.06 
     98:02       0.02       4.5      223.6     5.0       0.05 
     98:03       0.03       3.8      224.3     4.3       0.07 
     98:04       0.04       3.8      224.7     3.2       0.09 
     98:05       0.04       3.2      225.6     3.5       0.08 
     98:06       0.07       2.0      225.5     3.5       0.08 
     98:07       0.07       2.1      225.9     4.1       0.06 
     98:08       0.05       3.1      227.6     5.2       0.05 
     98:09       0.07       2.7      227.7     3.8       0.06 
     98:10       0.03       4.6      228.7     4.6       0.04 
     98:11       0.06       4.3      229.6     4.4       0.05 
     98:12       0.06       3.7      230.4     5.3       0.04 
     99:01       0.04       4.3      230.8     6.1       0.04 
     99:02       0.04       3.4      232.0     7.0       0.04 
     99:03       0.06       1.9      232.7     5.0       0.07 
     99:04       0.03       2.2      232.9     1.6       0.12 
     99:05       0.03       2.8      233.7     2.0       0.10 
     99:06       0.04       3.1      235.1     3.9       0.07 
     99:07       0.04       3.3      235.8     3.3       0.07 
     99:08       0.05       3.1      236.4     3.9       0.06 
     99:09       0.13       1.8      236.1     3.9       0.07 
     99:10       0.07       2.7      237.5     3.9       0.06 
     99:11       0.06       2.8      238.4     4.9       0.06 
     99:12       0.03       3.7      239.5     5.2       0.06 
     00:01       0.02       5.3      241.2     6.6       0.04 
