Historical Values of the NBER Experimental Recession Index (XRI),
Experimental Leading Index (XLI), Experimental  Coincident Index (XCI),
Experimental Coincident Recession Index (XRIC)
alternative nonfinancial  Experimental Leading Index-2 (XLI-2), and
     1995:10       0.08       1.9      197.7       0.04     3.6       0.14 
     1995:11       0.07       2.7      198.4       0.01     4.2       0.11 
     1995:12       0.04       3.6      199.0       0.01     3.1       0.13 
     1996:01       0.03       4.5      196.9       0.33     3.4       0.16 
     1996:02       0.02       5.2      199.3       0.02     3.4       0.15 
     1996:03       0.06       3.7      199.7       0.03     2.7       0.15 
     1996:04       0.07       3.3      201.0       0.01     4.2       0.11 
     1996:05       0.05       4.1      202.1       0.01     3.5       0.12 
     1996:06       0.03       4.6      203.3       0.01     2.5       0.15 
     1996:07       0.04       3.4      203.5       0.02     4.9       0.10 
     1996:08       0.05       3.2      204.6       0.01     3.2       0.13 
     1996:09       0.06       2.8      205.4       0.01     2.6       0.14 
     1996:10       0.03       3.9      206.1       0.01     3.8       0.13 
     1996:11       0.02       4.8      207.3       0.01     3.3       0.13 
     1996:12       0.02       4.8      207.5       0.01     4.9       0.11 
     1997:01       0.03       3.9      206.5       0.13     3.7       0.13 
     1997:02       0.04       3.5      208.0       0.02     4.0       0.13 
     1997:03       0.06       2.7      208.7       0.01     4.0       0.13 
     1997:04       0.10       1.9      209.8       0.01     3.1       0.13 
     1997:05       0.13       1.7      210.3       0.01     2.5       0.14 
     1997:06       0.06       3.2      211.0       0.01     1.7       0.15 
     1997:07       0.02       4.5      212.0       0.01     4.6       0.10 
     1997:08       0.03       4.4      213.2       0.01     4.5       0.11 
     1997:09       0.04       3.6      214.6       0.01     4.8       0.10 
     1997:10       0.05       3.4      215.6       0.01     5.7       0.09 
     1997:11       0.05       3.5      216.5       0.01     4.6       0.11 
     1997:12       0.04       3.4      217.3       0.01     4.8       0.10 
     1998:01       0.02       4.1      218.5       0.01     4.1       0.09 
     1998:02       0.03       4.8      219.3       0.01     4.9       0.08 
     1998:03       0.05       4.5      220.0       0.01     4.8       0.09 
     1998:04       0.06       3.8      220.5       0.01     3.5       0.11 
     1998:05       0.07       3.0      221.4       0.01     3.4       0.11 
     1998:06       0.09       2.2      221.3       0.04     3.6       0.12 
     1998:07       0.11       2.1      221.3       0.04     3.6       0.10 
     1998:08       0.08       3.1      223.2       0.01     5.0       0.08 
     1998:09       0.13       2.4      223.3       0.02     3.5       0.10 
     1998:10       0.06       4.7      224.6       0.01     4.8       0.06 
     1998:11       0.09       4.3      224.9       0.02     4.3       0.08 
     1998:12       0.09       3.8      225.9       0.01     5.9       0.06 
     1999:01       0.07       3.8      226.4       0.01     5.6       0.06 
     1999:02       0.07       2.9      227.5       0.01     6.1       0.07 
     1999:03       0.10       1.9      228.2       0.01     5.2       0.09 
     1999:04       0.06       2.1      228.4       0.02     2.1       0.14 
     1999:05       0.04       2.9      229.2       0.01     2.5       0.12 
     1999:06       0.05       3.3      230.0       0.01     3.9       0.09 
     1999:07       0.07       3.3      230.9       0.01     3.2       0.09 
     1999:08       0.09       3.1      231.6       0.01     3.8       0.08 
     1999:09       0.20       1.6      231.3       0.05     3.4       0.11 
     1999:10       0.09       3.3      232.9       0.01     4.3       0.08 
     1999:11       0.07       3.4      234.1       0.01     5.8       0.07 
     1999:12       0.05       3.7      235.7       0.01     5.7       0.08 
     2000:01       0.04       4.2      236.9       0.01     6.0       0.07 
     2000:02       0.04       3.6      237.4       0.01     5.8       0.08 
     2000:03       0.04       3.4      238.1       0.01     4.6       0.09 
     2000:04       0.05       2.7      239.2       0.01     2.9       0.12 
     2000:05       0.13       1.6      239.6       0.01     2.7       0.13 
     2000:06       0.06       3.1      239.7       0.02     2.3       0.12 
     2000:07       0.05       3.9      239.7       0.04     3.1       0.10 
     2000:08       0.05       3.4      239.4       0.09     4.0       0.10 
     2000:09       0.05       3.5      240.0       0.04     2.7       0.11 
     2000:10       0.07       3.6      239.6       0.14     3.4       0.12 
     2000:11       0.09       3.6      239.5       0.15     4.5       0.08 
     2000:12       0.07       3.2      239.0       0.29     3.0       0.14 
     2001:01       0.05       4.6      238.2       0.60     5.0       0.08 
     2001:02       0.06       4.2      237.7       0.63     4.7       0.11 
     2001:03       0.05       3.9      237.2       0.69     2.0       0.18 
     2001:04       0.07       3.0      236.0       0.90     1.1       0.21 
     2001:05       0.08       2.7      235.2       0.91     1.5       0.19 
     2001:06       0.23       0.7      234.1       0.96     0.2       0.24 
     2001:07       0.19       1.1      234.3       0.66     1.2       0.16 
     2001:08       0.09       2.4      234.4       0.57     2.8       0.12 
     2001:09       0.20       0.8      232.6       0.94     0.7       0.19 
     2001:10       0.29       0.2      232.2       0.88     2.9       0.16 
     2001:11       0.25       0.5      231.6       0.88     1.4       0.18 
     2001:12       0.07       2.1      231.7       0.56     2.4       0.14 
     2002:01       0.02       3.4      232.3       0.20     4.7       0.09 
     2002:02       0.02       3.7      232.1       0.26     5.2       0.07 
     2002:03       0.03       3.4      232.4       0.12     3.8       0.10 
     2002:04       0.07       2.3      232.9       0.06     2.7       0.12 
     2002:05       0.06       3.0      233.3       0.03     3.8       0.09 
     2002:06       0.04       3.8      234.1       0.01     3.3       0.08 
     2002:07       0.04       3.9      234.4       0.02     5.7       0.06 
     2002:08       0.05       2.9      234.3       0.06     3.4       0.09 
     2002:09       0.03       3.4      234.1       0.10     2.7       0.10 
     2002:10       0.04       3.0      233.4       0.30     4.1       0.09 
     2002:11       0.09       2.2      233.7       0.14     2.1       0.12 
     2002:12       0.08       3.1      232.9       0.41     3.9       0.08 
     2003:01       0.10       2.8      233.8       0.08     4.6       0.07 
     2003:02       0.13       1.8      232.9       0.36     5.0       0.07 
     2003:03       0.15       1.1      232.6       0.42     3.5       0.10 
     2003:04       0.19       1.0      231.9       0.64     3.2       0.11 
     2003:05       0.09       2.8      232.1       0.30     3.0       0.10 
     2003:06       0.05       3.9      232.3       0.20     3.5       0.07 
     2003:07       0.04       4.1      233.3       0.03     6.3       0.06 
